"","x"
"17284","76"
"17285","75"
"17286","82"
"17287","84"
"17288","77"
"17289","35"
"17290","49"
"17291","56"
"17292","84"
"17293","86"
"17294","53"
"17295","47"
"17296","72"
"17297","93"
"17298","25"
"17299","13"
"17300","88"
"17301","56"
"17302","35"
"17303","53"
"17304","35"
"17305","72"
"17306","01"
"17307","92"
"17308","67"
"17309","69"
"17310","04"
"17311","95"
"17312","19"
"17313","08"
"17314","44"
"17315","56"
"17316","99"
"17317","80"
"17318","47"
"17319","84"
"17320","59"
"17321","80"
"17322","90"
"17323","63"
"17324","04"
"17325","26"
"17326","40"
"17327","32"
"17328","89"
"17329","95"
"17330","66"
"17331","81"
"17332","83"
"17333","16"
"17334","75"
"17335","06"
"17336","86"
"17337","45"
"17338","50"
"17339","97"
"17340","21"
"17341","34"
"17342","09"
"17343","74"
"17344","93"
"17345","12"
"17346","14"
"17347","12"
"17348","00"
"17349","00"
"17350","63"
"17351","37"
"17352","36"
"17353","14"
"17354","50"
"17355","70"
"17356","48"
"17357","50"
"17358","66"
"17359","39"
"17360","37"
"17361","26"
"17362","49"
"17363","71"
"17364","66"
"17365","43"
"17366","84"
"17367","93"
"17368","97"
"17369","89"
"17370","22"
"17371","36"
"17372","96"
"17373","58"
"17374","46"
"17375","30"
"17376","00"
"17377","45"
"17378","28"
"17379","57"
"17380","17"
"17381","00"
"17382","27"
"17383","30"
"17384","16"
"17385","54"
"17386","35"
"17387","37"
"17388","00"
"17389","94"
"17390","53"
"17391","75"
"17392","84"
"17393","17"
"17394","67"
"17395","47"
"17396","07"
"17397","66"
"17398","38"
"17399","38"
"17400","85"
"17401","12"
"17402","04"
"17403","00"
"17404","27"
"17405","00"
"17406","93"
"17407","00"
"17408","00"
"17409","94"
"17410","99"
"17411","95"
"17412","50"
"17413","41"
"17414","34"
"17415","64"
"17416","78"
"17417","46"
"17418","30"
"17419","56"
"17420","64"
"17421","19"
"17422","00"
"17423","25"
"17424","46"
"17425","61"
"17426","06"
"17427","01"
"17428","63"
"17429","85"
"17430","00"
"17431","00"
"17432","00"
"17433","00"
"17434","00"
"17435","00"
"17436","00"
"17437","62"
"17438","00"
"17439","00"
"17440","00"
"17441","00"
"17442","28"
"17443","36"
"17444","09"
"17445","27"
"17446","07"
"17447","06"
"17448","20"
"17449","42"
"17450","78"
"17451","09"
"17452","12"
"17453","10"
"17454","84"
"17455","45"
"17456","58"
"17457","86"
"17458","15"
"17459","85"
"17460","85"
"17461","47"
"17462","62"
"17463","78"
"17464","46"
"17465","74"
"17466","61"
"17467","72"
"17468","06"
"17469","80"
"17470","35"
"17471","17"
"17472","02"
"17473","07"
"17474","03"
"17475","14"
"17476","16"
"17477","31"
"17478","46"
"17479","07"
"17480","66"
"17481","12"
"17482","69"
"17483","69"
"17484","50"
"17485","43"
"17486","88"
"17487","21"
"17488","05"
"17489","53"
"17490","44"
"17491","41"
"17492","93"
"17493","06"
"17494","78"
"17495","13"
"17496","27"
"17497","46"
"17498","86"
"17499","94"
"17500","45"
"17501","85"
"17502","11"
"17503","27"
"17504","23"
"17505","96"
"17506","20"
"17507","83"
"17508","31"
"17509","05"
"17510","53"
"17511","26"
"17512","31"
"17513","13"
"17514","51"
"17515","67"
"17516","11"
"17517","29"
"17518","37"
"17519","62"
"17520","19"
"17521","56"
"17522","00"
"17523","60"
"17524","48"
"17525","33"
"17526","52"
"17527","22"
"17528","40"
"17529","28"
"17530","14"
"17531","19"
"17532","35"
"17533","23"
"17534","03"
"17535","13"
"17536","19"
"17537","19"
"17538","33"
"17539","55"
"17540","71"
"17541","29"
"17542","33"
"17543","52"
"17544","71"
"17545","17"
"17546","11"
"17547","40"
"17548","56"
"17549","68"
"17550","04"
"17551","89"
"17552","37"
"17553","21"
"17554","43"
"17555","79"
"17556","10"
"17557","19"
"17558","23"
"17559","39"
"17560","83"
"17561","08"
"17562","00"
"17563","04"
"17564","84"
"17565","96"
"17566","45"
"17567","40"
"17568","05"
"17569","89"
"17570","10"
"17571","50"
"17572","30"
"17573","23"
"17574","69"
"17575","24"
"17576","23"
"17577","48"
"17578","48"
"17579","17"
"17580","79"
"17581","04"
"17582","55"
"17583","81"
"17584","46"
"17585","03"
"17586","58"
"17587","85"
"17588","57"
"17589","06"
"17590","16"
"17591","16"
"17592","48"
"17593","62"
"17594","10"
"17595","08"
"17596","76"
"17597","07"
"17598","89"
"17599","73"
"17600","10"
"17601","11"
"17602","87"
"17603","09"
"17604","53"
"17605","62"
"17606","80"
"17607","96"
"17608","52"
"17609","62"
"17610","31"
"17611","36"
"17612","11"
"17613","56"
"17614","39"
"17615","73"
"17616","03"
"17617","06"
"17618","86"
"17619","38"
"17620","09"
"17621","86"
"17622","82"
"17623","22"
"17624","63"
"17625","80"
"17626","41"
"17627","61"
"17628","74"
"17629","08"
"17630","14"
"17631","22"
"17632","55"
"17633","35"
"17634","70"
"17635","18"
"17636","82"
"17637","27"
"17638","07"
"17639","98"
"17640","65"
"17641","13"
"17642","18"
"17643","25"
"17644","03"
"17645","31"
"17646","49"
"17647","90"
"17648","14"
"17649","58"
"17650","51"
"17651","02"
"17652","37"
"17653","70"
"17654","94"
"17655","64"
"17656","28"
"17657","69"
"17658","65"
"17659","37"
"17660","57"
"17661","35"
"17662","57"
"17663","63"
"17664","32"
"17665","89"
"17666","63"
"17667","57"
"17668","38"
"17669","13"
"17670","03"
"17671","81"
"17672","32"
"17673","37"
"17674","89"
"17675","79"
"17676","34"
"17677","80"
"17678","89"
"17679","24"
"17680","50"
"17681","83"
"17682","06"
"17683","36"
"17684","20"
"17685","48"
"17686","25"
"17687","67"
"17688","70"
"17689","47"
"17690","20"
"17691","70"
"17692","28"
"17693","57"
"17694","83"
"17695","15"
"17696","87"
"17697","75"
"17698","14"
"17699","27"
"17700","08"
"17701","77"
"17702","80"
"17703","40"
"17704","48"
"17705","15"
"17706","11"
"17707","10"
"17708","08"
"17709","08"
"17710","63"
"17711","32"
"17712","29"
"17713","31"
"17714","52"
"17715","22"
"17716","07"
"17717","81"
"17718","10"
"17719","00"
"17720","67"
"17721","18"
"17722","30"
"17723","58"
"17724","27"
"17725","49"
"17726","18"
"17727","55"
"17728","10"
"17729","26"
"17730","09"
"17731","24"
"17732","09"
"17733","13"
"17734","07"
"17735","18"
"17736","18"
"17737","38"
"17738","00"
"17739","82"
"17740","53"
"17741","98"
"17742","48"
"17743","96"
"17744","44"
"17745","65"
"17746","26"
"17747","69"
"17748","84"
"17749","55"
"17750","47"
"17751","69"
"17752","03"
"17753","79"
"17754","49"
"17755","91"
"17756","08"
"17757","25"
"17758","66"
"17759","59"
"17760","20"
"17761","30"
"17762","41"
"17763","60"
"17764","38"
"17765","17"
"17766","53"
"17767","46"
"17768","30"
"17769","50"
"17770","20"
"17771","63"
"17772","96"
"17773","94"
"17774","84"
"17775","33"
"17776","14"
"17777","74"
"17778","02"
"17779","67"
"17780","74"
"17781","20"
"17782","49"
"17783","48"
"17784","61"
"17785","24"
"17786","64"
"17787","74"
"17788","86"
"17789","72"
"17790","90"
"17791","68"
"17792","27"
"17793","90"
"17794","45"
"17795","08"
"17796","06"
"17797","83"
"17798","20"
"17799","56"
"17800","59"
"17801","90"
"17802","05"
"17803","86"
"17804","07"
"17805","07"
"17806","92"
"17807","08"
"17808","74"
"17809","41"
"17810","91"
"17811","50"
"17812","15"
"17813","18"
"17814","93"
"17815","18"
"17816","58"
"17817","87"
"17818","90"
"17819","28"
"17820","82"
"17821","75"
"17822","49"
"17823","50"
"17824","66"
"17825","23"
"17826","46"
"17827","38"
"17828","10"
"17829","05"
"17830","48"
"17831","96"
"17832","35"
"17833","29"
"17834","05"
"17835","04"
"17836","85"
"17837","71"
"17838","18"
"17839","03"
"17840","39"
"17841","80"
"17842","37"
"17843","49"
"17844","90"
"17845","79"
"17846","86"
"17847","62"
"17848","52"
"17849","79"
"17850","19"
"17851","36"
"17852","06"
"17853","43"
"17854","56"
"17855","38"
"17856","05"
"17857","00"
"17858","84"
"17859","33"
"17860","80"
"17861","16"
"17862","68"
"17863","12"
"17864","88"
"17865","66"
"17866","49"
"17867","75"
"17868","06"
"17869","33"
"17870","17"
"17871","21"
"17872","00"
"17873","96"
"17874","12"
"17875","14"
"17876","34"
"17877","79"
"17878","45"
"17879","51"
"17880","16"
"17881","89"
"17882","73"
"17883","89"
"17884","72"
"17885","94"
"17886","16"
"17887","21"
"17888","11"
"17889","09"
"17890","48"
"17891","38"
"17892","39"
"17893","26"
"17894","33"
"17895","10"
"17896","92"
"17897","72"
"17898","92"
"17899","21"
"17900","14"
"17901","50"
"17902","23"
"17903","52"
"17904","51"
"17905","40"
"17906","84"
"17907","74"
"17908","98"
"17909","57"
"17910","28"
"17911","26"
"17912","32"
"17913","00"
"17914","91"
"17915","15"
"17916","22"
"17917","32"
"17918","73"
"17919","01"
"17920","25"
"17921","61"
"17922","66"
"17923","20"
"17924","90"
"17925","47"
"17926","25"
"17927","94"
"17928","95"
"17929","22"
"17930","67"
"17931","74"
"17932","31"
"17933","32"
"17934","58"
"17935","98"
"17936","66"
"17937","03"
"17938","21"
"17939","94"
"17940","10"
"17941","02"
"17942","50"
"17943","61"
"17944","64"
"17945","25"
"17946","98"
"17947","08"
"17948","01"
"17949","57"
"17950","88"
"17951","43"
"17952","60"
"17953","76"
"17954","21"
"17955","38"
"17956","19"
"17957","62"
"17958","82"
"17959","06"
"17960","48"
"17961","74"
"17962","76"
"17963","76"
"17964","11"
"17965","56"
"17966","12"
"17967","18"
"17968","40"
"17969","46"
"17970","39"
"17971","46"
"17972","49"
"17973","01"
"17974","74"
"17975","05"
"17976","35"
"17977","25"
"17978","44"
"17979","93"
"17980","48"
"17981","61"
"17982","59"
"17983","47"
"17984","67"
"17985","51"
"17986","01"
"17987","68"
"17988","41"
"17989","53"
"17990","47"
"17991","36"
"17992","14"
"17993","11"
"17994","83"
"17995","56"
"17996","52"
"17997","12"
"17998","14"
"17999","37"
"18000","37"
"18001","30"
"18002","76"
"18003","79"
"18004","62"
"18005","31"
"18006","36"
"18007","92"
"18008","19"
"18009","95"
"18010","56"
"18011","47"
"18012","72"
"18013","66"
"18014","42"
"18015","51"
"18016","74"
"18017","52"
"18018","30"
"18019","77"
"18020","96"
"18021","98"
"18022","47"
"18023","47"
"18024","64"
"18025","06"
"18026","71"
"18027","67"
"18028","58"
"18029","55"
"18030","26"
"18031","22"
"18032","37"
"18033","49"
"18034","10"
"18035","33"
"18036","43"
"18037","01"
"18038","91"
"18039","13"
"18040","10"
"18041","78"
"18042","41"
"18043","20"
"18044","90"
"18045","00"
"18046","82"
"18047","10"
"18048","03"
"18049","13"
"18050","98"
"18051","06"
"18052","13"
"18053","10"
"18054","97"
"18055","32"
"18056","70"
"18057","79"
"18058","83"
"18059","36"
"18060","13"
"18061","32"
"18062","39"
"18063","02"
"18064","96"
"18065","36"
"18066","31"
"18067","67"
"18068","16"
"18069","17"
"18070","86"
"18071","27"
"18072","09"
"18073","28"
"18074","38"
"18075","88"
"18076","38"
"18077","41"
"18078","86"
"18079","89"
"18080","78"
"18081","39"
"18082","90"
"18083","09"
"18084","39"
"18085","47"
"18086","43"
"18087","01"
"18088","26"
"18089","03"
"18090","75"
"18091","92"
"18092","91"
"18093","47"
"18094","38"
"18095","50"
"18096","02"
"18097","42"
"18098","09"
"18099","40"
"18100","59"
"18101","03"
"18102","92"
"18103","65"
"18104","07"
"18105","22"
"18106","11"
"18107","18"
"18108","41"
"18109","68"
"18110","58"
"18111","42"
"18112","53"
"18113","72"
"18114","69"
"18115","55"
"18116","96"
"18117","11"
"18118","64"
"18119","17"
"18120","52"
"18121","28"
"18122","41"
"18123","06"
"18124","83"
"18125","64"
"18126","94"
"18127","32"
"18128","75"
"18129","88"
"18130","40"
"18131","36"
"18132","33"
"18133","68"
"18134","43"
"18135","53"
"18136","52"
"18137","07"
"18138","02"
"18139","55"
"18140","71"
"18141","60"
"18142","04"
"18143","50"
"18144","16"
"18145","25"
"18146","07"
"18147","97"
"18148","42"
"18149","23"
"18150","08"
"18151","20"
"18152","06"
"18153","43"
"18154","48"
"18155","07"
"18156","24"
"18157","03"
"18158","81"
"18159","52"
"18160","28"
"18161","47"
"18162","65"
"18163","58"
"18164","21"
"18165","07"
"18166","42"
"18167","13"
"18168","36"
"18169","67"
"18170","53"
"18171","37"
"18172","09"
"18173","25"
"18174","83"
"18175","08"
"18176","24"
"18177","20"
"18178","45"
"18179","61"
"18180","90"
"18181","40"
"18182","87"
"18183","40"
"18184","35"
"18185","18"
"18186","71"
"18187","52"
"18188","77"
"18189","08"
"18190","36"
"18191","21"
"18192","11"
"18193","30"
"18194","24"
"18195","39"
"18196","75"
"18197","75"
"18198","98"
"18199","07"
"18200","69"
"18201","35"
"18202","62"
"18203","17"
"18204","14"
"18205","11"
"18206","23"
"18207","64"
"18208","89"
"18209","22"
"18210","12"
"18211","77"
"18212","49"
"18213","12"
"18214","47"
"18215","79"
"18216","65"
"18217","65"
"18218","92"
"18219","10"
"18220","87"
"18221","38"
"18222","62"
"18223","75"
"18224","55"
"18225","39"
"18226","01"
"18227","47"
"18228","06"
"18229","50"
"18230","60"
"18231","26"
"18232","31"
"18233","76"
"18234","18"
"18235","80"
"18236","98"
"18237","66"
"18238","40"
"18239","12"
"18240","55"
"18241","54"
"18242","42"
"18243","15"
"18244","92"
"18245","91"
"18246","25"
"18247","16"
"18248","19"
"18249","63"
"18250","37"
"18251","84"
"18252","29"
"18253","52"
"18254","73"
"18255","03"
"18256","09"
"18257","75"
"18258","48"
"18259","69"
"18260","10"
"18261","06"
"18262","25"
"18263","16"
"18264","20"
"18265","68"
"18266","00"
"18267","67"
"18268","84"
"18269","94"
"18270","62"
"18271","73"
"18272","61"
"18273","77"
"18274","94"
"18275","36"
"18276","62"
"18277","05"
"18278","34"
"18279","71"
"18280","70"
"18281","71"
"18282","50"
"18283","53"
"18284","46"
"18285","07"
"18286","05"
"18287","01"
"18288","41"
"18289","32"
"18290","92"
"18291","15"
"18292","52"
"18293","33"
"18294","32"
"18295","99"
"18296","03"
"18297","47"
"18298","69"
"18299","11"
"18300","46"
"18301","13"
"18302","98"
"18303","59"
"18304","55"
"18305","94"
"18306","37"
"18307","06"
"18308","36"
"18309","51"
"18310","11"
"18311","99"
"18312","05"
"18313","00"
"18314","27"
"18315","55"
"18316","45"
"18317","30"
"18318","51"
"18319","65"
"18320","36"
"18321","89"
"18322","07"
"18323","05"
"18324","73"
"18325","76"
"18326","21"
"18327","32"
"18328","51"
"18329","78"
"18330","71"
"18331","27"
"18332","03"
"18333","88"
"18334","77"
"18335","00"
"18336","19"
"18337","36"
"18338","01"
"18339","00"
"18340","92"
"18341","48"
"18342","57"
"18343","15"
"18344","65"
"18345","19"
"18346","88"
"18347","34"
"18348","69"
"18349","10"
"18350","86"
"18351","72"
"18352","15"
"18353","31"
"18354","75"
"18355","86"
"18356","40"
"18357","88"
"18358","09"
"18359","14"
"18360","02"
"18361","67"
"18362","63"
"18363","41"
"18364","71"
"18365","10"
"18366","59"
"18367","16"
"18368","54"
"18369","06"
"18370","25"
"18371","68"
"18372","82"
"18373","35"
"18374","75"
"18375","02"
"18376","47"
"18377","46"
"18378","71"
"18379","31"
"18380","69"
"18381","90"
"18382","78"
"18383","45"
"18384","72"
"18385","99"
"18386","87"
"18387","66"
"18388","38"
"18389","01"
"18390","05"
"18391","98"
"18392","00"
"18393","23"
"18394","56"
"18395","06"
"18396","78"
"18397","75"
"18398","01"
"18399","01"
"18400","26"
"18401","66"
"18402","55"
"18403","31"
"18404","20"
"18405","22"
"18406","69"
"18407","67"
"18408","16"
"18409","34"
"18410","73"
"18411","33"
"18412","20"
"18413","45"
"18414","18"
"18415","02"
"18416","26"
"18417","07"
"18418","53"
"18419","04"
"18420","06"
"18421","47"
"18422","53"
"18423","91"
"18424","36"
"18425","50"
"18426","73"
"18427","40"
"18428","05"
"18429","51"
"18430","11"
"18431","58"
"18432","39"
"18433","38"
"18434","60"
"18435","10"
"18436","60"
"18437","49"
"18438","71"
"18439","03"
"18440","67"
"18441","20"
"18442","68"
"18443","60"
"18444","36"
"18445","13"
"18446","10"
"18447","52"
"18448","15"
"18449","35"
"18450","20"
"18451","46"
"18452","50"
"18453","86"
"18454","22"
"18455","73"
"18456","87"
"18457","82"
"18458","08"
"18459","28"
"18460","66"
"18461","75"
"18462","80"
"18463","08"
"18464","33"
"18465","35"
"18466","75"
"18467","08"
"18468","13"
"18469","33"
"18470","32"
"18471","15"
"18472","06"
"18473","58"
"18474","84"
"18475","41"
"18476","98"
"18477","31"
"18478","23"
"18479","38"
"18480","65"
"18481","10"
"18482","06"
"18483","96"
"18484","26"
"18485","72"
"18486","50"
"18487","61"
"18488","52"
"18489","60"
"18490","27"
"18491","70"
"18492","17"
"18493","35"
"18494","00"
"18495","46"
"18496","48"
"18497","43"
"18498","06"
"18499","38"
"18500","36"
"18501","68"
"18502","63"
"18503","11"
"18504","24"
"18505","05"
"18506","67"
"18507","56"
"18508","67"
"18509","71"
"18510","29"
"18511","36"
"18512","59"
"18513","57"
"18514","69"
"18515","50"
"18516","79"
"18517","62"
"18518","42"
"18519","58"
"18520","95"
"18521","84"
"18522","72"
"18523","48"
"18524","94"
"18525","42"
"18526","17"
"18527","28"
"18528","20"
"18529","69"
"18530","14"
"18531","61"
"18532","55"
"18533","82"
"18534","43"
"18535","44"
"18536","42"
"18537","76"
"18538","74"
"18539","09"
"18540","18"
"18541","40"
"18542","54"
"18543","06"
"18544","51"
"18545","31"
"18546","61"
"18547","89"
"18548","06"
"18549","14"
"18550","91"
"18551","57"
"18552","36"
"18553","91"
"18554","52"
"18555","21"
"18556","22"
"18557","06"
"18558","20"
"18559","39"
"18560","29"
"18561","70"
"18562","96"
"18563","26"
"18564","68"
"18565","39"
"18566","63"
"18567","59"
"18568","17"
"18569","48"
"18570","54"
"18571","29"
"18572","26"
"18573","01"
"18574","83"
"18575","28"
"18576","58"
"18577","31"
"18578","38"
"18579","37"
"18580","36"
"18581","95"
"18582","76"
"18583","15"
"18584","76"
"18585","15"
"18586","76"
"18587","10"
"18588","24"
"18589","27"
"18590","86"
"18591","75"
"18592","08"
"18593","87"
"18594","22"
"18595","80"
"18596","74"
"18597","80"
"18598","94"
"18599","78"
"18600","23"
"18601","32"
"18602","00"
"18603","24"
"18604","54"
"18605","93"
"18606","72"
"18607","60"
"18608","02"
"18609","76"
"18610","43"
"18611","33"
"18612","37"
"18613","45"
"18614","35"
"18615","26"
"18616","01"
"18617","26"
"18618","36"
"18619","71"
"18620","85"
"18621","66"
"18622","90"
"18623","03"
"18624","24"
"18625","13"
"18626","04"
"18627","75"
"18628","32"
"18629","01"
"18630","21"
"18631","99"
"18632","83"
"18633","54"
"18634","70"
"18635","25"
"18636","58"
"18637","24"
"18638","43"
"18639","51"
"18640","51"
"18641","69"
"18642","20"
"18643","20"
"18644","87"
"18645","16"
"18646","86"
"18647","01"
"18648","98"
"18649","26"
"18650","80"
"18651","91"
"18652","75"
"18653","06"
"18654","00"
"18655","19"
"18656","07"
"18657","50"
"18658","83"
"18659","30"
"18660","49"
"18661","29"
"18662","62"
"18663","61"
"18664","02"
"18665","25"
"18666","45"
"18667","37"
"18668","84"
"18669","71"
"18670","69"
"18671","26"
"18672","40"
"18673","09"
"18674","07"
"18675","30"
"18676","76"
"18677","35"
"18678","53"
"18679","45"
"18680","99"
"18681","28"
"18682","39"
"18683","33"
"18684","40"
"18685","29"
"18686","40"
"18687","30"
"18688","57"
"18689","59"
"18690","26"
"18691","34"
"18692","40"
"18693","95"
"18694","02"
"18695","99"
"18696","49"
"18697","21"
"18698","51"
"18699","34"
"18700","72"
"18701","45"
"18702","54"
"18703","63"
"18704","04"
"18705","06"
"18706","45"
"18707","17"
"18708","08"
"18709","04"
"18710","29"
"18711","27"
"18712","07"
"18713","38"
"18714","70"
"18715","53"
"18716","78"
"18717","67"
"18718","84"
"18719","87"
"18720","16"
"18721","24"
"18722","54"
"18723","76"
"18724","72"
"18725","39"
"18726","44"
"18727","63"
"18728","63"
"18729","17"
"18730","94"
"18731","70"
"18732","03"
"18733","02"
"18734","39"
"18735","05"
"18736","35"
"18737","46"
"18738","75"
"18739","18"
"18740","06"
"18741","21"
"18742","18"
"18743","00"
"18744","44"
"18745","26"
"18746","05"
"18747","44"
"18748","55"
"18749","36"
"18750","32"
"18751","67"
"18752","74"
"18753","08"
"18754","61"
"18755","09"
"18756","86"
"18757","15"
"18758","17"
"18759","15"
"18760","35"
"18761","08"
"18762","80"
"18763","07"
"18764","24"
"18765","54"
"18766","36"
"18767","39"
"18768","28"
"18769","22"
"18770","01"
"18771","89"
"18772","42"
"18773","69"
"18774","01"
"18775","66"
"18776","95"
"18777","22"
"18778","04"
"18779","41"
"18780","75"
"18781","77"
"18782","67"
"18783","57"
"18784","98"
"18785","46"
"18786","27"
"18787","72"
"18788","80"
"18789","49"
"18790","46"
"18791","06"
"18792","30"
"18793","31"
"18794","00"
"18795","17"
"18796","10"
"18797","47"
"18798","74"
"18799","45"
"18800","44"
"18801","61"
"18802","00"
"18803","49"
"18804","31"
"18805","16"
"18806","48"
"18807","22"
"18808","14"
"18809","14"
"18810","25"
"18811","25"
"18812","03"
"18813","08"
"18814","22"
"18815","63"
"18816","64"
"18817","41"
"18818","36"
"18819","95"
"18820","78"
"18821","18"
"18822","00"
"18823","11"
"18824","25"
"18825","88"
"18826","74"
"18827","33"
"18828","59"
"18829","99"
"18830","04"
"18831","11"
"18832","54"
"18833","20"
"18834","17"
"18835","18"
"18836","87"
"18837","46"
"18838","55"
"18839","29"
"18840","11"
"18841","34"
"18842","22"
"18843","39"
"18844","51"
"18845","73"
"18846","22"
"18847","53"
"18848","40"
"18849","44"
"18850","11"
"18851","38"
"18852","60"
"18853","56"
"18854","88"
"18855","49"
"18856","82"
"18857","32"
"18858","76"
"18859","94"
"18860","86"
"18861","51"
"18862","57"
"18863","04"
"18864","19"
"18865","13"
"18866","29"
"18867","94"
"18868","07"
"18869","05"
"18870","71"
"18871","26"
"18872","12"
"18873","21"
"18874","58"
"18875","33"
"18876","43"
"18877","45"
"18878","65"
"18879","64"
"18880","36"
"18881","45"
"18882","62"
"18883","12"
"18884","16"
"18885","40"
"18886","54"
"18887","60"
"18888","58"
"18889","07"
"18890","47"
"18891","51"
"18892","17"
"18893","04"
"18894","63"
"18895","03"
"18896","93"
"18897","18"
"18898","07"
"18899","94"
"18900","05"
"18901","27"
"18902","07"
"18903","58"
"18904","04"
"18905","04"
"18906","89"
"18907","02"
"18908","43"
"18909","77"
"18910","12"
"18911","73"
"18912","36"
"18913","48"
"18914","84"
"18915","45"
"18916","06"
"18917","39"
"18918","08"
"18919","94"
"18920","69"
"18921","76"
"18922","13"
"18923","63"
"18924","43"
"18925","65"
"18926","64"
"18927","20"
"18928","80"
"18929","63"
"18930","44"
"18931","06"
"18932","78"
"18933","94"
"18934","74"
"18935","53"
"18936","25"
"18937","31"
"18938","50"
"18939","39"
"18940","02"
"18941","87"
"18942","84"
"18943","22"
"18944","96"
"18945","57"
"18946","46"
"18947","03"
"18948","26"
"18949","16"
"18950","12"
"18951","07"
"18952","04"
"18953","29"
"18954","54"
"18955","62"
"18956","74"
"18957","83"
"18958","14"
"18959","06"
"18960","39"
"18961","51"
"18962","30"
"18963","18"
"18964","27"
"18965","02"
"18966","07"
"18967","29"
"18968","07"
"18969","05"
"18970","09"
"18971","16"
"18972","15"
"18973","80"
"18974","68"
"18975","15"
"18976","16"
"18977","19"
"18978","93"
"18979","73"
"18980","22"
"18981","87"
"18982","72"
"18983","55"
"18984","94"
"18985","81"
"18986","55"
"18987","95"
"18988","59"
"18989","96"
"18990","97"
"18991","45"
"18992","35"
"18993","26"
"18994","26"
"18995","46"
"18996","05"
"18997","32"
"18998","16"
"18999","81"
"19000","17"
"19001","80"
"19002","33"
"19003","53"
"19004","57"
"19005","47"
"19006","14"
"19007","76"
"19008","63"
"19009","25"
"19010","85"
"19011","30"
"19012","00"
"19013","83"
"19014","23"
"19015","57"
"19016","35"
"19017","94"
"19018","77"
"19019","68"
"19020","54"
"19021","20"
"19022","08"
"19023","58"
"19024","17"
"19025","10"
"19026","15"
"19027","07"
"19028","69"
"19029","18"
"19030","51"
"19031","66"
"19032","36"
"19033","88"
"19034","92"
"19035","26"
"19036","83"
"19037","49"
"19038","08"
"19039","80"
"19040","84"
"19041","32"
"19042","84"
"19043","92"
"19044","28"
"19045","60"
"19046","15"
"19047","48"
"19048","04"
"19049","24"
"19050","82"
"19051","70"
"19052","20"
"19053","66"
"19054","15"
"19055","83"
"19056","72"
"19057","90"
"19058","36"
"19059","08"
"19060","13"
"19061","90"
"19062","86"
"19063","31"
"19064","09"
"19065","79"
"19066","55"
"19067","35"
"19068","43"
"19069","39"
"19070","12"
"19071","01"
"19072","97"
"19073","13"
"19074","55"
"19075","75"
"19076","54"
"19077","76"
"19078","66"
"19079","88"
"19080","31"
"19081","16"
"19082","42"
"19083","73"
"19084","32"
"19085","57"
"19086","12"
"19087","27"
"19088","12"
"19089","76"
"19090","20"
"19091","40"
"19092","40"
"19093","01"
"19094","03"
"19095","20"
"19096","81"
"19097","87"
"19098","68"
"19099","05"
"19100","08"
"19101","73"
"19102","04"
"19103","46"
"19104","34"
"19105","42"
"19106","38"
"19107","64"
"19108","31"
"19109","63"
"19110","95"
"19111","50"
"19112","18"
"19113","10"
"19114","25"
"19115","56"
"19116","41"
"19117","78"
"19118","81"
"19119","53"
"19120","28"
"19121","98"
"19122","84"
"19123","87"
"19124","25"
"19125","25"
"19126","18"
"19127","20"
"19128","32"
"19129","91"
"19130","50"
"19131","36"
"19132","92"
"19133","66"
"19134","41"
"19135","03"
"19136","37"
"19137","18"
"19138","65"
"19139","95"
"19140","46"
"19141","34"
"19142","06"
"19143","00"
"19144","03"
"19145","62"
"19146","10"
"19147","04"
"19148","56"
"19149","42"
"19150","49"
"19151","00"
"19152","14"
"19153","12"
"19154","42"
"19155","47"
"19156","03"
"19157","16"
"19158","98"
"19159","15"
"19160","03"
"19161","03"
"19162","17"
"19163","46"
"19164","08"
"19165","08"
"19166","43"
"19167","67"
"19168","11"
"19169","23"
"19170","11"
"19171","45"
"19172","63"
"19173","01"
"19174","17"
"19175","42"
"19176","61"
"19177","23"
"19178","61"
"19179","38"
"19180","27"
"19181","13"
"19182","53"
"19183","05"
"19184","43"
"19185","34"
"19186","96"
"19187","57"
"19188","48"
"19189","29"
"19190","75"
"19191","47"
"19192","09"
"19193","27"
"19194","95"
"19195","78"
"19196","17"
"19197","71"
"19198","07"
"19199","47"
"19200","31"
"19201","56"
"19202","02"
"19203","36"
"19204","26"
"19205","13"
"19206","57"
"19207","35"
"19208","42"
"19209","03"
"19210","69"
"19211","33"
"19212","37"
"19213","23"
"19214","25"
"19215","47"
"19216","18"
"19217","80"
"19218","48"
"19219","70"
"19220","18"
"19221","56"
"19222","06"
"19223","20"
"19224","66"
"19225","15"
"19226","14"
"19227","61"
"19228","07"
"19229","03"
"19230","08"
"19231","92"
"19232","20"
"19233","70"
"19234","48"
"19235","75"
"19236","36"
"19237","63"
"19238","82"
"19239","80"
"19240","50"
"19241","07"
"19242","79"
"19243","46"
"19244","87"
"19245","93"
"19246","59"
"19247","01"
"19248","82"
"19249","23"
"19250","19"
"19251","25"
"19252","63"
"19253","17"
"19254","05"
"19255","17"
"19256","80"
"19257","46"
"19258","47"
"19259","27"
"19260","17"
"19261","89"
"19262","54"
"19263","63"
"19264","94"
"19265","84"
"19266","67"
"19267","03"
"19268","05"
"19269","91"
"19270","34"
"19271","59"
"19272","53"
"19273","65"
"19274","24"
"19275","41"
"19276","15"
"19277","27"
"19278","70"
"19279","61"
"19280","94"
"19281","74"
"19282","76"
