"","x"
"4045","40"
"4046","51"
"4047","29"
"4048","98"
"4049","42"
"4050","09"
"4051","70"
"4052","00"
"4053","08"
"4054","97"
"4055","99"
"4056","92"
"4057","67"
"4058","00"
"4059","93"
"4060","97"
"4061","00"
"4062","24"
"4063","21"
"4064","92"
"4065","03"
"4066","18"
"4067","39"
"4068","70"
"4069","84"
"4070","79"
"4071","53"
"4072","64"
"4073","57"
"4074","99"
"4075","50"
"4076","48"
"4077","66"
"4078","97"
"4079","97"
"4080","32"
"4081","05"
"4082","45"
"4083","29"
"4084","51"
"4085","04"
"4086","32"
"4087","76"
"4088","96"
"4089","04"
"4090","61"
"4091","18"
"4092","39"
"4093","50"
"4094","02"
"4095","02"
"4096","34"
"4097","93"
"4098","08"
"4099","97"
"4100","26"
"4101","47"
"4102","10"
"4103","34"
"4104","05"
"4105","97"
"4106","01"
"4107","15"
"4108","01"
"4109","72"
"4110","35"
"4111","44"
"4112","10"
"4113","24"
"4114","13"
"4115","14"
"4116","96"
"4117","37"
"4118","80"
"4119","21"
"4120","15"
"4121","62"
"4122","51"
"4123","44"
"4124","64"
"4125","03"
"4126","48"
"4127","23"
"4128","17"
"4129","06"
"4130","94"
"4131","93"
"4132","29"
"4133","98"
"4134","36"
"4135","26"
"4136","02"
"4137","19"
"4138","68"
"4139","10"
"4140","38"
"4141","84"
"4142","79"
"4143","41"
"4144","05"
"4145","76"
"4146","33"
"4147","09"
"4148","48"
"4149","67"
"4150","87"
"4151","87"
"4152","09"
"4153","78"
"4154","54"
"4155","92"
"4156","55"
"4157","24"
"4158","91"
"4159","23"
"4160","65"
"4161","03"
"4162","16"
"4163","68"
"4164","39"
"4165","60"
"4166","67"
"4167","52"
"4168","64"
"4169","77"
"4170","81"
"4171","65"
"4172","55"
"4173","64"
"4174","26"
"4175","30"
"4176","69"
"4177","03"
"4178","05"
"4179","83"
"4180","35"
"4181","63"
"4182","26"
"4183","11"
"4184","29"
"4185","54"
"4186","23"
"4187","79"
"4188","39"
"4189","58"
"4190","81"
"4191","26"
"4192","66"
"4193","65"
"4194","17"
"4195","31"
"4196","42"
"4197","06"
"4198","18"
"4199","00"
"4200","91"
"4201","95"
"4202","57"
"4203","92"
"4204","31"
"4205","67"
"4206","34"
"4207","35"
"4208","34"
"4209","55"
"4210","84"
"4211","15"
"4212","54"
"4213","37"
"4214","12"
"4215","41"
"4216","96"
"4217","45"
"4218","71"
"4219","89"
"4220","81"
"4221","12"
"4222","72"
"4223","88"
"4224","34"
"4225","59"
"4226","37"
"4227","18"
"4228","03"
"4229","30"
"4230","45"
"4231","69"
"4232","08"
"4233","97"
"4234","71"
"4235","30"
"4236","81"
"4237","94"
"4238","58"
"4239","23"
"4240","13"
"4241","93"
"4242","11"
"4243","10"
"4244","62"
"4245","96"
"4246","50"
"4247","50"
"4248","83"
"4249","90"
"4250","35"
"4251","00"
"4252","32"
"4253","34"
"4254","29"
"4255","30"
"4256","00"
"4257","50"
"4258","28"
"4259","49"
"4260","40"
"4261","98"
"4262","10"
"4263","12"
"4264","73"
"4265","96"
"4266","30"
"4267","50"
"4268","30"
"4269","88"
"4270","16"
"4271","38"
"4272","16"
"4273","50"
"4274","52"
"4275","09"
"4276","28"
"4277","50"
"4278","27"
"4279","94"
"4280","65"
"4281","07"
"4282","31"
"4283","94"
"4284","50"
"4285","00"
"4286","83"
"4287","78"
"4288","09"
"4289","92"
"4290","96"
"4291","00"
"4292","11"
"4293","81"
"4294","00"
"4295","68"
"4296","99"
"4297","60"
"4298","00"
"4299","17"
"4300","10"
"4301","44"
"4302","34"
"4303","00"
"4304","34"
"4305","46"
"4306","60"
"4307","55"
"4308","17"
"4309","28"
"4310","94"
"4311","00"
"4312","00"
"4313","51"
"4314","00"
"4315","35"
"4316","79"
"4317","19"
"4318","23"
"4319","74"
"4320","19"
"4321","33"
"4322","82"
"4323","32"
"4324","49"
"4325","11"
"4326","48"
"4327","21"
"4328","84"
"4329","50"
"4330","75"
"4331","50"
"4332","88"
"4333","65"
"4334","35"
"4335","50"
"4336","34"
"4337","22"
"4338","50"
"4339","28"
"4340","00"
"4341","04"
"4342","91"
"4343","99"
"4344","30"
"4345","92"
"4346","00"
"4347","33"
"4348","28"
"4349","00"
"4350","99"
"4351","00"
"4352","52"
"4353","25"
"4354","00"
"4355","00"
"4356","01"
"4357","59"
"4358","27"
"4359","50"
"4360","92"
"4361","00"
"4362","97"
"4363","00"
"4364","00"
"4365","50"
"4366","00"
"4367","50"
"4368","00"
"4369","14"
"4370","65"
"4371","00"
"4372","23"
"4373","54"
"4374","25"
"4375","00"
"4376","00"
"4377","50"
"4378","00"
"4379","64"
"4380","64"
"4381","00"
"4382","50"
"4383","86"
"4384","52"
"4385","50"
"4386","33"
"4387","42"
"4388","22"
"4389","06"
"4390","28"
"4391","50"
"4392","15"
"4393","87"
"4394","57"
"4395","85"
"4396","46"
"4397","77"
"4398","13"
"4399","15"
"4400","76"
"4401","10"
"4402","54"
"4403","81"
"4404","04"
"4405","43"
"4406","03"
"4407","30"
"4408","02"
"4409","08"
"4410","68"
"4411","48"
"4412","00"
"4413","78"
"4414","47"
"4415","66"
"4416","03"
"4417","50"
"4418","49"
"4419","67"
"4420","00"
"4421","00"
"4422","02"
"4423","00"
"4424","01"
"4425","54"
"4426","81"
"4427","26"
"4428","29"
"4429","22"
"4430","22"
"4431","01"
"4432","83"
"4433","30"
"4434","07"
"4435","29"
"4436","46"
"4437","08"
"4438","06"
"4439","82"
"4440","21"
"4441","00"
"4442","00"
"4443","00"
"4444","33"
"4445","15"
"4446","00"
"4447","00"
"4448","00"
"4449","00"
"4450","43"
"4451","36"
"4452","32"
"4453","34"
"4454","92"
"4455","04"
"4456","92"
"4457","65"
"4458","45"
"4459","73"
"4460","65"
"4461","15"
"4462","15"
"4463","38"
"4464","35"
"4465","00"
"4466","50"
"4467","00"
"4468","00"
"4469","00"
"4470","29"
"4471","00"
"4472","00"
"4473","06"
"4474","90"
"4475","96"
"4476","96"
"4477","02"
"4478","00"
"4479","74"
"4480","00"
"4481","19"
"4482","96"
"4483","43"
"4484","14"
"4485","06"
"4486","58"
"4487","66"
"4488","44"
"4489","28"
"4490","03"
"4491","04"
"4492","50"
"4493","05"
"4494","24"
"4495","25"
"4496","61"
"4497","44"
"4498","42"
"4499","34"
"4500","28"
"4501","53"
"4502","00"
"4503","29"
"4504","12"
"4505","87"
"4506","57"
"4507","55"
"4508","99"
"4509","20"
"4510","33"
"4511","29"
"4512","69"
"4513","22"
"4514","96"
"4515","17"
"4516","64"
"4517","13"
"4518","13"
"4519","16"
"4520","67"
"4521","99"
"4522","52"
"4523","60"
"4524","43"
"4525","06"
"4526","03"
"4527","18"
"4528","62"
"4529","13"
"4530","50"
"4531","01"
"4532","06"
"4533","10"
"4534","19"
"4535","07"
"4536","15"
"4537","45"
"4538","06"
"4539","28"
"4540","60"
"4541","50"
"4542","07"
"4543","96"
"4544","18"
"4545","17"
"4546","11"
"4547","25"
"4548","12"
"4549","99"
"4550","94"
"4551","72"
"4552","52"
"4553","90"
"4554","22"
"4555","94"
"4556","84"
"4557","73"
"4558","54"
"4559","25"
"4560","23"
"4561","70"
"4562","47"
"4563","88"
"4564","00"
"4565","00"
"4566","16"
"4567","19"
"4568","37"
"4569","54"
"4570","60"
"4571","42"
"4572","13"
"4573","99"
"4574","99"
"4575","84"
"4576","48"
"4577","84"
"4578","51"
"4579","50"
"4580","33"
"4581","43"
"4582","55"
"4583","53"
"4584","54"
"4585","73"
"4586","51"
"4587","50"
"4588","27"
"4589","33"
"4590","49"
"4591","16"
"4592","00"
"4593","02"
"4594","11"
"4595","78"
"4596","64"
"4597","04"
"4598","48"
"4599","21"
"4600","99"
"4601","54"
"4602","67"
"4603","72"
"4604","20"
"4605","72"
"4606","82"
"4607","00"
"4608","73"
"4609","66"
"4610","26"
"4611","84"
"4612","46"
"4613","65"
"4614","60"
"4615","00"
"4616","93"
"4617","47"
"4618","11"
"4619","21"
"4620","66"
"4621","06"
"4622","18"
"4623","13"
"4624","46"
"4625","82"
"4626","38"
"4627","84"
"4628","97"
"4629","00"
"4630","54"
"4631","30"
"4632","92"
"4633","34"
"4634","23"
"4635","17"
"4636","02"
"4637","57"
"4638","84"
"4639","81"
"4640","78"
"4641","00"
"4642","73"
"4643","99"
"4644","06"
"4645","00"
"4646","69"
"4647","00"
"4648","00"
"4649","01"
"4650","05"
"4651","50"
"4652","56"
"4653","82"
"4654","66"
"4655","36"
"4656","19"
"4657","01"
"4658","70"
"4659","65"
"4660","50"
"4661","44"
"4662","35"
"4663","79"
"4664","98"
"4665","63"
"4666","69"
"4667","63"
"4668","70"
"4669","38"
"4670","75"
"4671","53"
"4672","39"
"4673","93"
"4674","98"
"4675","37"
"4676","15"
"4677","00"
"4678","00"
"4679","00"
"4680","00"
"4681","00"
"4682","28"
"4683","68"
"4684","00"
"4685","00"
"4686","36"
"4687","59"
"4688","43"
"4689","37"
"4690","00"
"4691","99"
"4692","99"
"4693","00"
"4694","63"
"4695","68"
"4696","47"
"4697","60"
"4698","87"
"4699","92"
"4700","28"
"4701","88"
"4702","24"
"4703","23"
"4704","42"
"4705","98"
"4706","09"
"4707","17"
"4708","07"
"4709","89"
"4710","59"
"4711","48"
"4712","92"
"4713","83"
"4714","96"
"4715","78"
"4716","59"
"4717","38"
"4718","49"
"4719","42"
"4720","09"
"4721","62"
"4722","01"
"4723","11"
"4724","38"
"4725","77"
"4726","52"
"4727","78"
"4728","91"
"4729","51"
"4730","30"
"4731","92"
"4732","61"
"4733","74"
"4734","37"
"4735","03"
"4736","81"
"4737","60"
"4738","47"
"4739","86"
"4740","79"
"4741","71"
"4742","62"
"4743","02"
"4744","07"
"4745","16"
"4746","58"
"4747","88"
"4748","48"
"4749","79"
"4750","74"
"4751","58"
"4752","19"
"4753","35"
"4754","41"
"4755","16"
"4756","38"
"4757","51"
"4758","57"
"4759","61"
"4760","53"
"4761","60"
"4762","14"
"4763","23"
"4764","48"
"4765","98"
"4766","04"
"4767","26"
"4768","10"
"4769","77"
"4770","60"
"4771","21"
"4772","04"
"4773","36"
"4774","22"
"4775","25"
"4776","88"
"4777","35"
"4778","01"
"4779","39"
"4780","42"
"4781","28"
"4782","54"
"4783","10"
"4784","92"
"4785","08"
"4786","46"
"4787","61"
"4788","17"
"4789","51"
"4790","46"
"4791","40"
"4792","03"
"4793","36"
"4794","97"
"4795","80"
"4796","34"
"4797","49"
"4798","32"
"4799","29"
"4800","50"
"4801","65"
"4802","84"
"4803","83"
"4804","80"
"4805","04"
"4806","09"
"4807","36"
"4808","16"
"4809","37"
"4810","58"
"4811","21"
"4812","46"
"4813","56"
"4814","49"
"4815","99"
"4816","81"
"4817","46"
"4818","28"
"4819","24"
"4820","00"
"4821","18"
"4822","31"
"4823","37"
"4824","05"
"4825","32"
"4826","83"
"4827","69"
"4828","49"
"4829","42"
"4830","15"
"4831","15"
"4832","08"
"4833","13"
"4834","89"
"4835","55"
"4836","13"
"4837","48"
"4838","41"
"4839","03"
"4840","94"
"4841","54"
"4842","27"
"4843","26"
"4844","08"
"4845","91"
"4846","08"
"4847","29"
"4848","79"
"4849","52"
"4850","63"
"4851","75"
"4852","38"
"4853","49"
"4854","90"
"4855","61"
"4856","14"
"4857","72"
"4858","35"
"4859","60"
"4860","63"
"4861","32"
"4862","30"
"4863","15"
"4864","77"
"4865","66"
"4866","70"
"4867","18"
"4868","42"
"4869","17"
"4870","33"
"4871","37"
"4872","83"
"4873","92"
"4874","98"
"4875","99"
"4876","98"
"4877","29"
"4878","34"
"4879","13"
"4880","11"
"4881","50"
"4882","46"
"4883","80"
"4884","05"
"4885","96"
"4886","93"
"4887","79"
"4888","89"
"4889","82"
"4890","91"
"4891","46"
"4892","64"
"4893","12"
"4894","17"
"4895","74"
"4896","08"
"4897","98"
"4898","79"
"4899","86"
"4900","98"
"4901","60"
"4902","19"
"4903","63"
"4904","72"
"4905","72"
"4906","47"
"4907","03"
"4908","02"
"4909","40"
"4910","97"
"4911","95"
"4912","48"
"4913","38"
"4914","71"
"4915","42"
"4916","21"
"4917","06"
"4918","01"
"4919","38"
"4920","09"
"4921","26"
"4922","49"
"4923","88"
"4924","77"
"4925","84"
"4926","03"
"4927","10"
"4928","67"
"4929","28"
"4930","10"
"4931","04"
"4932","26"
"4933","72"
"4934","43"
"4935","90"
"4936","40"
"4937","31"
"4938","90"
"4939","99"
"4940","73"
"4941","73"
"4942","36"
"4943","77"
"4944","88"
"4945","72"
"4946","03"
"4947","30"
"4948","54"
"4949","54"
"4950","01"
"4951","65"
"4952","73"
"4953","81"
"4954","95"
"4955","83"
"4956","00"
"4957","84"
"4958","74"
"4959","50"
"4960","74"
"4961","54"
"4962","07"
"4963","22"
"4964","10"
"4965","54"
"4966","86"
"4967","96"
"4968","80"
"4969","66"
"4970","94"
"4971","96"
"4972","99"
"4973","24"
"4974","93"
"4975","41"
"4976","74"
"4977","81"
"4978","80"
"4979","79"
"4980","75"
"4981","87"
"4982","90"
"4983","96"
"4984","74"
"4985","43"
"4986","69"
"4987","84"
"4988","93"
"4989","99"
"4990","79"
"4991","77"
"4992","07"
"4993","46"
"4994","35"
"4995","19"
"4996","17"
"4997","86"
"4998","81"
"4999","89"
"5000","46"
"5001","44"
"5002","65"
"5003","73"
"5004","79"
"5005","34"
"5006","67"
"5007","66"
"5008","73"
"5009","46"
"5010","50"
"5011","84"
"5012","72"
"5013","07"
"5014","27"
"5015","66"
"5016","92"
"5017","85"
"5018","79"
"5019","90"
"5020","89"
"5021","05"
"5022","84"
"5023","37"
"5024","58"
"5025","75"
"5026","08"
"5027","50"
"5028","59"
"5029","70"
"5030","11"
"5031","78"
"5032","50"
"5033","12"
"5034","35"
"5035","65"
"5036","75"
"5037","03"
"5038","90"
"5039","55"
"5040","88"
"5041","49"
"5042","65"
"5043","15"
"5044","11"
"5045","63"
"5046","83"
"5047","87"
"5048","78"
"5049","70"
"5050","00"
"5051","72"
"5052","32"
"5053","81"
"5054","73"
"5055","72"
"5056","56"
"5057","62"
"5058","34"
"5059","64"
"5060","41"
"5061","74"
"5062","50"
"5063","58"
"5064","44"
"5065","41"
"5066","21"
"5067","58"
"5068","33"
"5069","65"
"5070","59"
"5071","01"
"5072","21"
"5073","24"
"5074","39"
"5075","79"
"5076","81"
"5077","02"
"5078","67"
"5079","73"
"5080","64"
"5081","34"
"5082","22"
"5083","58"
"5084","49"
"5085","40"
"5086","16"
"5087","96"
"5088","43"
"5089","60"
"5090","15"
"5091","19"
"5092","63"
"5093","05"
"5094","52"
"5095","91"
"5096","47"
"5097","48"
"5098","84"
"5099","88"
"5100","16"
"5101","63"
"5102","98"
"5103","30"
"5104","52"
"5105","65"
"5106","44"
"5107","18"
"5108","83"
"5109","77"
"5110","21"
"5111","67"
"5112","10"
"5113","50"
"5114","86"
"5115","35"
"5116","67"
"5117","22"
"5118","03"
"5119","84"
"5120","12"
"5121","32"
"5122","37"
"5123","68"
"5124","14"
"5125","46"
"5126","82"
"5127","53"
"5128","28"
"5129","05"
"5130","56"
"5131","02"
"5132","31"
"5133","18"
"5134","50"
"5135","63"
"5136","26"
"5137","48"
"5138","79"
"5139","59"
"5140","91"
"5141","08"
"5142","75"
"5143","67"
"5144","16"
"5145","47"
"5146","30"
"5147","60"
"5148","66"
"5149","52"
"5150","47"
"5151","41"
"5152","43"
"5153","61"
"5154","89"
"5155","97"
"5156","59"
"5157","16"
"5158","24"
"5159","86"
"5160","29"
"5161","89"
"5162","09"
"5163","86"
"5164","88"
"5165","86"
"5166","03"
"5167","84"
"5168","38"
"5169","98"
"5170","11"
"5171","26"
"5172","15"
"5173","17"
"5174","17"
"5175","34"
"5176","53"
"5177","62"
"5178","87"
"5179","86"
"5180","87"
"5181","65"
"5182","18"
"5183","97"
"5184","92"
"5185","50"
"5186","58"
"5187","61"
"5188","92"
"5189","42"
"5190","51"
"5191","59"
"5192","83"
"5193","20"
"5194","10"
"5195","57"
"5196","61"
"5197","70"
"5198","96"
"5199","51"
"5200","92"
"5201","54"
"5202","23"
"5203","70"
"5204","18"
"5205","00"
"5206","56"
"5207","05"
"5208","98"
"5209","62"
"5210","04"
"5211","50"
"5212","34"
"5213","75"
"5214","36"
"5215","06"
"5216","17"
"5217","84"
"5218","42"
"5219","30"
"5220","14"
"5221","34"
"5222","15"
"5223","22"
"5224","24"
"5225","75"
"5226","26"
"5227","94"
"5228","02"
"5229","54"
"5230","41"
"5231","96"
"5232","90"
"5233","01"
"5234","23"
"5235","12"
"5236","43"
"5237","70"
"5238","97"
"5239","12"
"5240","67"
"5241","10"
"5242","62"
"5243","74"
"5244","50"
"5245","48"
"5246","64"
"5247","65"
"5248","76"
"5249","54"
"5250","08"
"5251","79"
"5252","64"
"5253","77"
"5254","03"
"5255","02"
"5256","49"
"5257","74"
"5258","73"
"5259","06"
"5260","09"
"5261","11"
"5262","44"
"5263","81"
"5264","18"
"5265","04"
"5266","20"
"5267","15"
"5268","45"
"5269","86"
"5270","77"
"5271","49"
"5272","31"
"5273","91"
"5274","20"
"5275","07"
"5276","07"
"5277","65"
"5278","18"
"5279","64"
"5280","62"
"5281","52"
"5282","16"
"5283","22"
"5284","28"
"5285","25"
"5286","33"
"5287","73"
"5288","72"
"5289","53"
"5290","62"
"5291","80"
"5292","23"
"5293","97"
"5294","71"
"5295","32"
"5296","87"
"5297","91"
"5298","90"
"5299","86"
"5300","28"
"5301","42"
"5302","47"
"5303","39"
"5304","51"
"5305","41"
"5306","57"
"5307","32"
"5308","50"
"5309","93"
"5310","94"
"5311","97"
"5312","90"
"5313","94"
"5314","95"
"5315","08"
"5316","77"
"5317","17"
"5318","38"
"5319","37"
"5320","37"
"5321","03"
"5322","89"
"5323","24"
"5324","63"
"5325","23"
"5326","32"
"5327","46"
"5328","58"
"5329","47"
"5330","23"
"5331","53"
"5332","46"
"5333","90"
"5334","18"
"5335","86"
"5336","75"
"5337","04"
"5338","24"
"5339","95"
"5340","06"
"5341","82"
"5342","59"
"5343","58"
"5344","95"
"5345","02"
"5346","45"
"5347","23"
"5348","78"
"5349","59"
"5350","11"
"5351","03"
"5352","15"
"5353","73"
"5354","85"
"5355","35"
"5356","30"
"5357","53"
"5358","81"
"5359","39"
"5360","67"
"5361","79"
"5362","30"
"5363","39"
"5364","66"
"5365","46"
"5366","58"
"5367","69"
"5368","83"
"5369","85"
"5370","66"
"5371","16"
"5372","97"
"5373","62"
"5374","08"
"5375","54"
"5376","79"
"5377","90"
"5378","20"
"5379","81"
"5380","64"
"5381","63"
"5382","75"
"5383","88"
"5384","48"
"5385","81"
"5386","63"
"5387","15"
"5388","13"
"5389","57"
"5390","75"
"5391","78"
"5392","03"
"5393","31"
"5394","68"
"5395","16"
"5396","46"
"5397","90"
"5398","47"
"5399","55"
"5400","06"
"5401","28"
"5402","72"
"5403","05"
"5404","44"
"5405","37"
"5406","80"
"5407","60"
"5408","31"
"5409","85"
"5410","13"
"5411","31"
"5412","35"
"5413","86"
"5414","82"
"5415","13"
"5416","43"
"5417","19"
"5418","37"
"5419","92"
"5420","50"
"5421","08"
"5422","18"
"5423","31"
"5424","74"
"5425","91"
"5426","43"
"5427","11"
"5428","43"
"5429","97"
"5430","87"
"5431","28"
"5432","63"
"5433","48"
"5434","94"
"5435","86"
"5436","91"
"5437","03"
"5438","67"
"5439","53"
"5440","53"
"5441","55"
"5442","58"
"5443","56"
"5444","83"
"5445","37"
"5446","36"
"5447","11"
"5448","58"
"5449","03"
"5450","35"
"5451","63"
"5452","83"
"5453","08"
"5454","61"
"5455","90"
"5456","61"
"5457","57"
"5458","73"
"5459","25"
"5460","22"
"5461","87"
"5462","40"
"5463","06"
"5464","85"
"5465","37"
"5466","87"
"5467","48"
"5468","72"
"5469","66"
"5470","48"
"5471","39"
"5472","86"
"5473","64"
"5474","80"
"5475","74"
"5476","16"
"5477","81"
"5478","83"
"5479","18"
"5480","42"
"5481","83"
"5482","52"
"5483","36"
"5484","25"
"5485","71"
"5486","49"
"5487","03"
"5488","22"
"5489","36"
"5490","58"
"5491","31"
"5492","77"
"5493","91"
"5494","17"
"5495","75"
"5496","55"
"5497","52"
"5498","07"
"5499","02"
"5500","08"
"5501","39"
"5502","75"
"5503","75"
"5504","42"
"5505","05"
"5506","71"
"5507","86"
"5508","16"
"5509","31"
"5510","86"
"5511","09"
"5512","86"
"5513","82"
"5514","17"
"5515","51"
"5516","85"
"5517","08"
"5518","43"
"5519","60"
"5520","52"
"5521","46"
"5522","91"
"5523","33"
"5524","55"
"5525","43"
"5526","13"
"5527","89"
"5528","91"
"5529","96"
"5530","83"
"5531","79"
"5532","58"
"5533","09"
"5534","07"
"5535","48"
"5536","06"
"5537","03"
"5538","89"
"5539","52"
"5540","16"
"5541","87"
"5542","04"
"5543","00"
"5544","37"
"5545","10"
"5546","52"
"5547","73"
"5548","43"
"5549","20"
"5550","99"
"5551","45"
"5552","42"
"5553","90"
"5554","26"
"5555","48"
"5556","49"
"5557","95"
"5558","65"
"5559","06"
"5560","77"
"5561","71"
"5562","65"
"5563","04"
"5564","12"
"5565","21"
"5566","48"
"5567","24"
"5568","65"
"5569","70"
"5570","45"
"5571","34"
"5572","93"
"5573","42"
"5574","51"
"5575","25"
"5576","36"
"5577","11"
"5578","44"
"5579","77"
"5580","51"
"5581","79"
"5582","45"
"5583","08"
"5584","10"
"5585","05"
"5586","77"
"5587","20"
"5588","30"
"5589","50"
"5590","37"
"5591","33"
"5592","72"
"5593","72"
"5594","02"
"5595","36"
"5596","29"
"5597","26"
"5598","90"
"5599","49"
"5600","75"
"5601","00"
"5602","47"
"5603","41"
"5604","94"
"5605","92"
"5606","95"
"5607","88"
"5608","91"
"5609","63"
"5610","55"
"5611","22"
"5612","35"
"5613","93"
"5614","64"
"5615","88"
"5616","21"
"5617","92"
"5618","73"
"5619","92"
"5620","83"
"5621","68"
"5622","48"
"5623","65"
"5624","12"
"5625","27"
"5626","42"
"5627","79"
"5628","39"
"5629","06"
"5630","38"
"5631","53"
"5632","51"
"5633","85"
"5634","25"
"5635","13"
"5636","20"
"5637","00"
"5638","54"
"5639","46"
"5640","17"
"5641","43"
"5642","35"
"5643","50"
"5644","85"
"5645","50"
"5646","56"
"5647","48"
"5648","78"
"5649","40"
"5650","39"
"5651","38"
"5652","29"
"5653","96"
"5654","17"
"5655","07"
"5656","79"
"5657","56"
"5658","18"
"5659","14"
"5660","67"
"5661","51"
"5662","34"
"5663","09"
"5664","00"
"5665","77"
"5666","74"
"5667","33"
"5668","55"
"5669","29"
"5670","38"
"5671","73"
"5672","79"
"5673","74"
"5674","49"
"5675","71"
"5676","70"
"5677","43"
"5678","80"
"5679","22"
"5680","08"
"5681","14"
"5682","96"
"5683","45"
"5684","28"
"5685","16"
"5686","74"
"5687","66"
"5688","45"
"5689","94"
"5690","85"
"5691","34"
"5692","11"
"5693","24"
"5694","57"
"5695","93"
"5696","25"
"5697","31"
"5698","80"
"5699","09"
"5700","29"
"5701","73"
"5702","88"
"5703","69"
"5704","18"
"5705","35"
"5706","30"
"5707","01"
"5708","73"
"5709","29"
"5710","28"
"5711","46"
"5712","33"
"5713","40"
"5714","58"
"5715","58"
"5716","53"
"5717","04"
"5718","67"
"5719","17"
"5720","22"
"5721","60"
"5722","94"
"5723","97"
"5724","65"
"5725","29"
"5726","99"
"5727","70"
"5728","49"
"5729","16"
"5730","17"
"5731","89"
"5732","10"
"5733","15"
"5734","65"
"5735","36"
"5736","39"
"5737","76"
"5738","40"
"5739","64"
"5740","34"
"5741","95"
"5742","19"
"5743","25"
"5744","42"
"5745","02"
"5746","91"
"5747","51"
"5748","91"
"5749","81"
"5750","06"
"5751","15"
"5752","72"
"5753","65"
"5754","28"
"5755","32"
"5756","72"
"5757","18"
"5758","80"
"5759","95"
"5760","88"
"5761","72"
"5762","52"
"5763","50"
"5764","01"
"5765","93"
"5766","21"
"5767","86"
"5768","29"
"5769","84"
"5770","64"
"5771","23"
"5772","08"
"5773","08"
"5774","47"
"5775","07"
"5776","14"
"5777","48"
"5778","77"
"5779","29"
"5780","57"
"5781","99"
"5782","25"
"5783","89"
"5784","37"
"5785","32"
"5786","21"
"5787","47"
"5788","07"
"5789","82"
"5790","31"
"5791","07"
"5792","96"
"5793","22"
"5794","82"
"5795","93"
"5796","97"
"5797","43"
"5798","38"
"5799","70"
"5800","26"
"5801","94"
"5802","38"
"5803","37"
"5804","60"
"5805","70"
"5806","85"
"5807","24"
"5808","50"
"5809","93"
"5810","45"
"5811","16"
"5812","60"
"5813","22"
"5814","55"
"5815","60"
"5816","75"
"5817","90"
"5818","01"
"5819","06"
"5820","07"
"5821","61"
"5822","90"
"5823","97"
"5824","39"
"5825","55"
"5826","42"
"5827","77"
"5828","23"
"5829","17"
"5830","23"
"5831","99"
"5832","19"
"5833","30"
"5834","09"
"5835","10"
"5836","08"
"5837","23"
"5838","53"
"5839","04"
"5840","16"
"5841","34"
"5842","51"
"5843","12"
"5844","56"
"5845","72"
"5846","64"
"5847","88"
"5848","90"
"5849","73"
"5850","55"
"5851","77"
"5852","75"
"5853","61"
"5854","61"
"5855","74"
"5856","76"
"5857","18"
"5858","92"
"5859","88"
"5860","75"
"5861","87"
"5862","20"
"5863","20"
"5864","07"
"5865","92"
"5866","57"
"5867","03"
"5868","41"
"5869","46"
"5870","57"
"5871","91"
"5872","72"
"5873","33"
"5874","91"
"5875","77"
"5876","28"
"5877","34"
"5878","77"
"5879","78"
"5880","54"
"5881","46"
"5882","01"
"5883","52"
"5884","28"
"5885","48"
"5886","08"
"5887","43"
"5888","84"
"5889","06"
"5890","03"
"5891","33"
"5892","32"
"5893","74"
"5894","89"
"5895","57"
"5896","33"
"5897","06"
"5898","20"
"5899","28"
"5900","30"
"5901","46"
"5902","02"
"5903","34"
"5904","02"
"5905","17"
"5906","00"
"5907","44"
"5908","12"
"5909","58"
"5910","86"
"5911","59"
"5912","22"
"5913","24"
"5914","45"
"5915","14"
"5916","10"
"5917","78"
"5918","24"
"5919","92"
"5920","28"
"5921","73"
"5922","17"
"5923","07"
"5924","49"
"5925","53"
"5926","95"
"5927","52"
"5928","32"
"5929","50"
"5930","56"
"5931","16"
"5932","85"
"5933","38"
"5934","33"
"5935","79"
"5936","03"
"5937","89"
"5938","31"
"5939","69"
"5940","20"
"5941","22"
"5942","36"
"5943","62"
"5944","87"
"5945","63"
"5946","73"
"5947","34"
"5948","35"
"5949","53"
"5950","05"
"5951","63"
"5952","75"
"5953","96"
"5954","24"
"5955","34"
"5956","52"
"5957","16"
"5958","16"
"5959","56"
"5960","95"
"5961","37"
"5962","68"
"5963","49"
"5964","10"
"5965","12"
"5966","51"
"5967","28"
"5968","67"
"5969","07"
"5970","75"
"5971","54"
"5972","40"
"5973","55"
"5974","28"
"5975","41"
"5976","17"
"5977","54"
"5978","10"
"5979","06"
"5980","24"
"5981","10"
"5982","76"
"5983","13"
"5984","88"
"5985","58"
"5986","50"
"5987","43"
"5988","88"
"5989","82"
"5990","77"
"5991","21"
"5992","33"
"5993","92"
"5994","67"
"5995","97"
"5996","93"
"5997","94"
"5998","44"
"5999","59"
"6000","39"
"6001","71"
"6002","83"
"6003","01"
"6004","93"
"6005","63"
"6006","08"
"6007","56"
"6008","83"
"6009","42"
"6010","60"
"6011","82"
"6012","76"
"6013","03"
"6014","23"
"6015","22"
"6016","54"
"6017","25"
"6018","90"
"6019","09"
"6020","00"
"6021","68"
"6022","02"
"6023","63"
"6024","57"
"6025","10"
"6026","73"
"6027","44"
"6028","35"
"6029","26"
"6030","89"
"6031","41"
"6032","54"
"6033","47"
"6034","18"
"6035","05"
"6036","54"
"6037","92"
"6038","14"
"6039","56"
"6040","90"
"6041","55"
"6042","82"
"6043","30"
