unit_type,dist_name,prov_name,dist_id,prov_id,population_2015_adj,population_2015,population_2010_adj,population_2010
District,Rashidan,Ghazni,1108,11,24490.7512675598,19480.2370220982,21263.8347451091,16994.7254763395
District,Deh Yak,Ghazni,1106,11,70514.846931845,56088.3535618559,61223.7637852877,48931.9590965956
Provincial_Center,Ghazni,Ghazni,1101,11,224446.959796011,178527.797769003,190352.066254869,152135.364453539
District,Zana Khan,Ghazni,1107,11,18086.7642334402,14386.4286607653,15703.6400193721,12550.8431019448
District,Khwaja Umari,Ghazni,1102,11,26381.3569157571,20984.0475793853,22905.3307493329,18306.6614219844
District,Shomulzay,Zabul,2410,24,35709.1644601198,28403.4979753951,31004.1013306444,24779.4532433869
District,Nawur,Ghazni,1112,11,132295.871334862,105229.72312343,114864.484998066,91803.3086144216
District,Nawa,Ghazni,1119,11,41250.6728066662,32811.2800363041,35815.4581334498,28624.8409961211
District,Turwo (Tarwe),Paktika,2519,25,3136.2705588035,2494.6271615252,2723.0335246197,2176.3340715179
District,Wor Mamay,Paktika,2514,25,4992.4888876417,3971.0854554772,4334.6750380363,3464.4087995279
District,Waza Khah,Paktika,2513,25,31936.0130570005,25402.2874817648,27728.1036171219,22161.1725103385
District,Dila,Paktika,2518,25,35023.7866857015,27858.3393986989,30409.0296505373,24303.8529753089
District,Zarghun Shahr,Paktika,2505,25,41134.3610786647,32718.7638546526,35714.4703632668,28544.127883479
District,Jani Khel,Paktika,2512,25,48389.2924762666,38489.4238659805,42013.4875474405,33578.5015590303
District,Yahya Khel,Paktika,2506,25,24303.7147718817,19331.4658673108,21101.441699855,16864.9360252768
District,Omna,Paktika,2507,25,16909.3783493564,13449.9216301544,14681.3869465161,11733.826272184
District,Bermel (Burmul),Paktika,2515,25,49574.020470852,39431.7692289529,43042.1120369993,34400.6102255182
