unit_type,dist_name,prov_name,dist_id,prov_id,population_2015_adj,population_2015,population_2010_adj,population_2010
District,Gian,Paktika,2516,25,43800.4180851579,34839.3772418275,38029.245396696,30394.1696014181
District,Urgun,Paktika,2510,25,80754.9957921542,64233.4927010341,70114.6664402615,56037.8487452231
District,Ziruk,Paktika,2517,25,26033.2565104812,20707.1632259637,22603.0971930027,18065.1060162783
District,Nika,Paktika,2511,25,15586.2632986158,12397.5001817495,13532.6058354229,10815.684625864
District,Sar Hawzeh(Rawzeh),Paktika,2504,25,31470.8275004216,25032.2735567791,27324.2106310707,21838.3688522167
District,Yosuf Khel,Paktika,2503,25,18729.2107147798,14897.4382519051,16261.437114045,12996.652450107
Provincial_Center,Sharan,Paktika,2501,25,68794.8735029437,54720.266803734,59730.4161442071,47738.4288930595
District,Mata Khan,Paktika,2502,25,35565.0886369087,28288.8975458592,30879.0085918456,24679.4745149538
District,Spera,Khost,2611,26,34712.9954159707,27611.1323361173,30139.1864468679,24088.1869852189
District,Tani,Khost,2606,26,74736.18316059,59446.0556945223,64888.8919175006,51861.2461835984
District,Shamal (Shamul),Khost,2610,26,18293.364016436,14550.7611008324,15883.0182447024,12694.2078394704
